Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	Karyotype band	Chromosome/scaffold name	HGNC ID	HGNC symbol	UniProtKB/Swiss-Prot ID
ENSG00000106348	128392277	128409986	-1	q32.1	7	HGNC:6052	IMPDH1	P20839
ENSG00000131435	132257696	132273454	1	q31.1	5	HGNC:16501	PDLIM4	
ENSG00000244122	233681901	233773300	1	q37.1	2	HGNC:12539	UGT1A7	Q9HAW7
ENSG00000244122	233681901	233773300	1	q37.1	2	HGNC:12539	UGT1A7	
ENSG00000233087	131360492	131364168	-1	q21.1	2	HGNC:30272	RAB6D	Q53S08
ENSG00000150967	122920951	122981649	-1	q24.31	12	HGNC:50	ABCB9	Q9NP78
ENSG00000096401	44387706	44450425	1	p21.1	6	HGNC:1743	CDC5L	Q99459
ENSG00000197208	132294394	132344190	1	q31.1	5	HGNC:10968	SLC22A4	Q9H015
ENSG00000150967	122920951	122981649	-1	q24.31	12	HGNC:50	ABCB9	
ENSG00000003756	50088919	50119021	1	p21.31	3	HGNC:9902	RBM5	P52756
ENSG00000127588	798041	800734	-1	p13.3	16	HGNC:14131	GNG13	Q9P2W3
ENSG00000003756	50088919	50119021	1	p21.31	3	HGNC:9902	RBM5	
ENSG00000082213	31532287	31555053	1	p13.3	5	HGNC:25639	C5orf22	
ENSG00000082213	31532287	31555053	1	p13.3	5	HGNC:25639	C5orf22	Q49AR2
ENSG00000106526	150243916	150323725	-1	q36.1	7	HGNC:37282	ACTR3C	
ENSG00000106526	150243916	150323725	-1	q36.1	7	HGNC:37282	ACTR3C	Q9C0K3
ENSG00000185274	71132144	71713600	1	q11.22	7	HGNC:16347	GALNT17	Q6IS24
ENSG00000121753	31727117	31764893	-1	p35.2	1	HGNC:944	ADGRB2	
ENSG00000185274	71132144	71713600	1	q11.22	7	HGNC:16347	GALNT17	
ENSG00000124749	56056590	56394094	-1	p12.1	6	HGNC:17025	COL21A1	
ENSG00000121753	31727117	31764893	-1	p35.2	1	HGNC:944	ADGRB2	O60241
ENSG00000167978	2752626	2772538	1	p13.3	16	HGNC:16639	SRRM2	Q9UQ35
ENSG00000167978	2752626	2772538	1	p13.3	16	HGNC:16639	SRRM2	
ENSG00000135124	121210065	121234106	1	q24.31	12	HGNC:8535	P2RX4	Q99571
ENSG00000072682	132190147	132295315	-1	q31.1	5	HGNC:8547	P4HA2	O15460
ENSG00000266173	63682336	63741986	-1	q23.3	17	HGNC:30172	STRADA	Q7RTN6
ENSG00000072682	132190147	132295315	-1	q31.1	5	HGNC:8547	P4HA2	
ENSG00000162631	107140007	107484923	1	p13.3	1	HGNC:23319	NTNG1	Q9Y2I2
ENSG00000135124	121210065	121234106	1	q24.31	12	HGNC:8535	P2RX4	
ENSG00000155052	124025287	124921219	1	q14.3	2	HGNC:18748	CNTNAP5	Q8WYK1
ENSG00000155052	124025287	124921219	1	q14.3	2	HGNC:18748	CNTNAP5	
ENSG00000091010	146338839	146341728	1	q32	5	HGNC:9220	POU4F3	Q15319
ENSG00000114013	122055362	122121139	1	q13.33	3	HGNC:1705	CD86	P42081
ENSG00000105993	157335381	157417439	1	q36.3	7	HGNC:14888	DNAJB6	
ENSG00000235098	1418420	1421769	-1	p36.33	1	HGNC:42950	ANKRD65	E5RJM6
ENSG00000124749	56056590	56394094	-1	p12.1	6	HGNC:17025	COL21A1	Q96P44
ENSG00000114013	122055362	122121139	1	q13.33	3	HGNC:1705	CD86	
ENSG00000144426	203014608	203226378	1	q33.2	2	HGNC:20681	NBEAL1	
ENSG00000205809	10426854	10442300	-1	p13.2	12	HGNC:6375	KLRC2	
ENSG00000105993	157335381	157417439	1	q36.3	7	HGNC:14888	DNAJB6	O75190
ENSG00000144426	203014608	203226378	1	q33.2	2	HGNC:20681	NBEAL1	Q6ZS30
ENSG00000135314	73241314	73310365	-1	q13	6	HGNC:21366	KHDC1	Q4VXA5
ENSG00000205809	10426854	10442300	-1	p13.2	12	HGNC:6375	KLRC2	P26717
ENSG00000135314	73241314	73310365	-1	q13	6	HGNC:21366	KHDC1	
ENSG00000143740	227728200	227781826	1	q42.13	1	HGNC:30669	SNAP47	
ENSG00000135324	84033772	84090881	1	q14.2	6	HGNC:21232	MRAP2	Q96G30
ENSG00000036828	122183668	122291629	1	q13.33	3	HGNC:1514	CASR	P41180
ENSG00000143740	227728200	227781826	1	q42.13	1	HGNC:30669	SNAP47	Q5SQN1
ENSG00000036828	122183668	122291629	1	q13.33	3	HGNC:1514	CASR	
ENSG00000121552	122325248	122341969	1	q21.1	3	HGNC:2481	CSTA	P01040
ENSG00000121552	122325248	122341969	1	q21.1	3	HGNC:2481	CSTA	
ENSG00000085644	3129777	3142804	1	p13.3	16	HGNC:13005	ZNF213	
ENSG00000117411	43978943	43991170	1	p34.1	1	HGNC:925	B4GALT2	
ENSG00000117411	43978943	43991170	1	p34.1	1	HGNC:925	B4GALT2	O60909
ENSG00000160124	122359591	122383231	-1	q21.1	3	HGNC:31136	MIX23	Q4VC31
ENSG00000160124	122359591	122383231	-1	q21.1	3	HGNC:31136	MIX23	
ENSG00000085644	3129777	3142804	1	p13.3	16	HGNC:13005	ZNF213	O14771
ENSG00000162745	161983192	162023869	-1	q23.3	1	HGNC:24558	OLFML2B	
ENSG00000123600	171315746	171434802	-1	q31.1	2	HGNC:25856	METTL8	
ENSG00000123600	171315746	171434802	-1	q31.1	2	HGNC:25856	METTL8	Q9H825
ENSG00000162745	161983192	162023869	-1	q23.3	1	HGNC:24558	OLFML2B	Q68BL8
ENSG00000007372	31784779	31817961	-1	p13	11	HGNC:8620	PAX6	P26367
ENSG00000114023	122384161	122412334	1	q21.1	3	HGNC:17865	FAM162A	
ENSG00000187862	156579723	156587719	1	q22	1	HGNC:32348	TTC24	A2A3L6
ENSG00000185864	21834582	21880827	-1	p12.2	16	HGNC:41985	NPIPB4	
ENSG00000135315	84124241	84227643	-1	q14.3	6	HGNC:21107	CEP162	Q5TB80
ENSG00000113360	31400494	31532196	-1	p13.3	5	HGNC:17904	DROSHA	Q9NRR4
ENSG00000155093	157539056	158587823	-1	q36.3	7	HGNC:9677	PTPRN2	Q92932
ENSG00000114023	122384161	122412334	1	q21.1	3	HGNC:17865	FAM162A	Q96A26
ENSG00000155093	157539056	158587823	-1	q36.3	7	HGNC:9677	PTPRN2	
ENSG00000196981	122411846	122416062	-1	q21.1	3	HGNC:17826	WDR5B	Q86VZ2
ENSG00000125695	63702845	63752097	-1	q23.3	17			
ENSG00000162891	206865623	206869223	1	q32.1	1	HGNC:6002	IL20	Q9NYY1
ENSG00000135315	84124241	84227643	-1	q14.3	6	HGNC:21107	CEP162	
ENSG00000146278	89080751	89085160	1	q15	6	HGNC:17278	PNRC1	
ENSG00000146278	89080751	89085160	1	q15	6	HGNC:17278	PNRC1	Q12796
ENSG00000177238	31214119	31231537	1	p11.2	16	HGNC:32671	TRIM72	Q6ZMU5
ENSG00000007372	31784779	31817961	-1	p13	11	HGNC:8620	PAX6	
ENSG00000150722	181954241	182131398	1	q31.3	2	HGNC:14940	PPP1R1C	Q8WVI7
ENSG00000137976	84398484	84415018	1	p31.1	1	HGNC:28875	DNASE2B	Q8WZ79
ENSG00000198898	116811070	116922049	1	q31.2	7	HGNC:1490	CAPZA2	
ENSG00000203663	248030070	248042305	1	q44	1	HGNC:8266	OR2L2	Q8NH16
ENSG00000139631	53157663	53180925	-1	q13.13	12	HGNC:18966	CSAD	Q9Y600
ENSG00000198128	248046836	248063407	1	q44	1	HGNC:15009	OR2L3	Q8NG85
ENSG00000244617	69960089	69961631	-1	p13.3	2	HGNC:26321	ASPRV1	Q53RT3
ENSG00000171180	248231417	248244679	1	q44	1	HGNC:8270	OR2M4	Q96R27
ENSG00000154548	89095959	89118071	-1	q15	6	HGNC:21220	SRSF12	Q8WXF0
ENSG00000196228	108239968	108265351	1	q12.3	2	HGNC:33543	SULT1C3	Q6IMI6
ENSG00000108588	63745255	63776351	-1	q23.3	17	HGNC:24856	CCDC47	Q96A33
ENSG00000154548	89095959	89118071	-1	q15	6	HGNC:21220	SRSF12	
ENSG00000113360	31400494	31532196	-1	p13.3	5	HGNC:17904	DROSHA	
ENSG00000139631	53157663	53180925	-1	q13.13	12	HGNC:18966	CSAD	
ENSG00000108588	63745255	63776351	-1	q23.3	17	HGNC:24856	CCDC47	
ENSG00000146281	89146055	89165565	1	q15	6	HGNC:21408	PM20D2	Q8IYS1
ENSG00000198231	63773603	63819317	1	q23.3	17	HGNC:18676	DDX42	
ENSG00000140688	31489471	31509309	-1	p11.2	16	HGNC:25848	RUSF1	
ENSG00000140688	31489471	31509309	-1	p11.2	16	HGNC:25848	RUSF1	Q96GQ5
ENSG00000146276	89177504	89231278	-1	q15	6	HGNC:4090	GABRR1	P24046
ENSG00000125571	112911165	112918882	1	q14.1	2	HGNC:15563	IL37	Q9NZH6
ENSG00000146276	89177504	89231278	-1	q15	6	HGNC:4090	GABRR1	
ENSG00000114030	122421902	122514945	-1	q21.1	3	HGNC:6394	KPNA1	P52294
ENSG00000111886	89254464	89315299	-1	q15	6	HGNC:4091	GABRR2	P28476
ENSG00000102924	49277917	49281838	-1	q12.1	16	HGNC:1543	CBLN1	P23435
ENSG00000198898	116811070	116922049	1	q31.2	7	HGNC:1490	CAPZA2	P47755
ENSG00000102924	49277917	49281838	-1	q12.1	16	HGNC:1543	CBLN1	
ENSG00000157873	2555639	2565382	1	p36.32	1	HGNC:11912	TNFRSF14	
ENSG00000114030	122421902	122514945	-1	q21.1	3	HGNC:6394	KPNA1	
ENSG00000146285	107702154	107824317	-1	q21	6	HGNC:21397	SCML4	Q8N228
ENSG00000198231	63773603	63819317	1	q23.3	17	HGNC:18676	DDX42	Q86XP3
ENSG00000146285	107702154	107824317	-1	q21	6	HGNC:21397	SCML4	
ENSG00000157873	2555639	2565382	1	p36.32	1	HGNC:11912	TNFRSF14	Q92956
ENSG00000048540	16548372	16610594	-1	p12.3	12	HGNC:6643	LMO3	Q8TAP4
ENSG00000048540	16548372	16610594	-1	p12.3	12	HGNC:6643	LMO3	
ENSG00000188580	123803865	124825640	1	q22.31	6	HGNC:16443	NKAIN2	Q5VXU1
ENSG00000188580	123803865	124825640	1	q22.31	6	HGNC:16443	NKAIN2	
ENSG00000156475	146580742	147084784	-1	q32	5	HGNC:9305	PPP2R2B	Q00005
ENSG00000169967	127298668	127388465	-1	q14.3	2	HGNC:6854	MAP3K2	Q9Y2U5
ENSG00000204505	13171848	13179459	1	p36.21	1	HGNC:27996	PRAMEF9	
ENSG00000177151	248636356	248645278	-1	q44	1	HGNC:31257	OR2T35	Q8NGX2
ENSG00000180708	158418210	158426237	-1	q23.1	1	HGNC:14826	OR10K2	Q6IF99
ENSG00000168264	234604269	234610178	-1	q42.3	1	HGNC:21729	IRF2BP2	Q7Z5L9
ENSG00000130816	10133342	10231286	-1	p13.2	19	HGNC:2976	DNMT1	
ENSG00000138496	122527924	122564577	-1	q21.1	3	HGNC:24118	PARP9	Q8IXQ6
ENSG00000108592	63819433	63830012	-1	q23.3	17	HGNC:17136	FTSJ3	Q8IY81
ENSG00000162775	110338506	110346681	1	p13.3	1	HGNC:14959	RBM15	Q96T37
ENSG00000156475	146580742	147084784	-1	q32	5	HGNC:9305	PPP2R2B	
ENSG00000108592	63819433	63830012	-1	q23.3	17	HGNC:17136	FTSJ3	
ENSG00000138496	122527924	122564577	-1	q21.1	3	HGNC:24118	PARP9	
ENSG00000162775	110338506	110346681	1	p13.3	1	HGNC:14959	RBM15	
ENSG00000146373	124962437	125092633	1	q22.31	6	HGNC:21487	RNF217	Q8TC41
ENSG00000146373	124962437	125092633	1	q22.31	6	HGNC:21487	RNF217	
ENSG00000081692	227730425	227735411	-1	q42.13	1	HGNC:25724	JMJD4	
ENSG00000081692	227730425	227735411	-1	q42.13	1	HGNC:25724	JMJD4	Q9H9V9
ENSG00000179023	18480930	18485974	1	p36.13	1	HGNC:26791	KLHDC7A	Q5VTJ3
ENSG00000285868	157341596	157460100	-1	q33.3	5			
ENSG00000144134	113627229	113643396	1	q14.1	2	HGNC:9799	RABL2A	Q9UBK7
ENSG00000163840	122564338	122575203	1	q21.1	3	HGNC:30323	DTX3L	Q8TDB6
ENSG00000172568	157341598	157345677	-1	q33.3	5	HGNC:33547	FNDC9	Q8TBE3
ENSG00000172568	157341598	157345677	-1	q33.3	5	HGNC:33547	FNDC9	
ENSG00000144134	113627229	113643396	1	q14.1	2	HGNC:9799	RABL2A	
ENSG00000173171	155208695	155213824	1	q22	1	HGNC:7504	MTX1	Q13505
ENSG00000213218	63872012	63873766	-1	q23.3	17	HGNC:2441	CSH2	P0DML3
ENSG00000172548	157460213	157474722	1	q33.3	5	HGNC:28018	NIPAL4	Q0D2K0
ENSG00000173171	155208695	155213824	1	q22	1	HGNC:7504	MTX1	
ENSG00000172548	157460213	157474722	1	q33.3	5	HGNC:28018	NIPAL4	
ENSG00000173200	122577628	122639047	1	q21.1	3	HGNC:26876	PARP15	
ENSG00000143862	202133404	202144743	-1	q32.1	1	HGNC:25192	ARL8A	Q96BM9
ENSG00000213218	63872012	63873766	-1	q23.3	17	HGNC:2441	CSH2	
ENSG00000143862	202133404	202144743	-1	q32.1	1	HGNC:25192	ARL8A	
ENSG00000111907	125119049	125264407	1	q22.31	6	HGNC:12006	TPD52L1	
ENSG00000173200	122577628	122639047	1	q21.1	3	HGNC:26876	PARP15	Q460N3
ENSG00000170075	202122886	202133592	1	q32.1	1	HGNC:14923	GPR37L1	
ENSG00000170075	202122886	202133592	1	q32.1	1	HGNC:14923	GPR37L1	O60883
ENSG00000155957	66135846	66170027	-1	q14.3	12	HGNC:24257	TMBIM4	Q9HC24
ENSG00000155957	66135846	66170027	-1	q14.3	12	HGNC:24257	TMBIM4	
ENSG00000150676	85855101	85920021	1	q14.1	11	HGNC:28535	CCDC83	Q8IWF9
ENSG00000125037	9962682	10011202	-1	p25.3	3	HGNC:23999	EMC3	Q9P0I2
ENSG00000125037	9962682	10011202	-1	p25.3	3	HGNC:23999	EMC3	
ENSG00000150676	85855101	85920021	1	q14.1	11	HGNC:28535	CCDC83	
ENSG00000136487	63880215	63881944	-1	q23.3	17	HGNC:4262	GH2	
ENSG00000172775	57152466	57186116	-1	q13	16	HGNC:29856	PSME3IP1	Q9GZU8
ENSG00000172775	57152466	57186116	-1	q13	16	HGNC:29856	PSME3IP1	
ENSG00000172551	54830518	54896008	1	q13.2	12	HGNC:30588	MUCL1	
ENSG00000136487	63880215	63881944	-1	q23.3	17	HGNC:4262	GH2	P01242
ENSG00000172551	54830518	54896008	1	q13.2	12	HGNC:30588	MUCL1	Q96DR8
ENSG00000111907	125119049	125264407	1	q22.31	6	HGNC:12006	TPD52L1	Q16890
ENSG00000187595	42025576	42098479	-1	q21.2	17	HGNC:33722	ZNF385C	
ENSG00000144867	133784023	133825772	1	q22.1	3	HGNC:24085	SRPRB	Q9Y5M8
ENSG00000144867	133784023	133825772	1	q22.1	3	HGNC:24085	SRPRB	
ENSG00000179776	66366690	66404784	1	q21	16	HGNC:1764	CDH5	
ENSG00000161813	50392383	50480004	1	q13.12	12	HGNC:24320	LARP4	
ENSG00000111906	125219962	125302078	-1	q22.31	6	HGNC:21078	HDDC2	Q7Z4H3
ENSG00000143376	151612006	151699091	1	q21.3	1	HGNC:20073	SNX27	
ENSG00000111906	125219962	125302078	-1	q22.31	6	HGNC:21078	HDDC2	
ENSG00000143376	151612006	151699091	1	q21.3	1	HGNC:20073	SNX27	Q96L92
ENSG00000084676	24491254	24770702	1	p23.3	2	HGNC:7668	NCOA1	Q15788
ENSG00000084676	24491254	24770702	1	p23.3	2	HGNC:7668	NCOA1	
ENSG00000179776	66366690	66404784	1	q21	16	HGNC:1764	CDH5	P33151
ENSG00000187391	78017055	79453667	-1	q21.11	7	HGNC:18957	MAGI2	Q86UL8
ENSG00000135547	125747664	125761269	1	q22.31	6	HGNC:4881	HEY2	
ENSG00000284308	74414176	74421619	-1	p13.1	2	HGNC:34350	C2orf81	A6NN90
ENSG00000108604	63832081	63843065	-1	q23.3	17	HGNC:11107	SMARCD2	Q92925
ENSG00000284308	74414176	74421619	-1	p13.1	2	HGNC:34350	C2orf81	
ENSG00000057019	98795941	98901695	-1	q12.1	3	HGNC:24627	DCBLD2	Q96PD2
ENSG00000135547	125747664	125761269	1	q22.31	6	HGNC:4881	HEY2	Q9UBP5
ENSG00000108604	63832081	63843065	-1	q23.3	17	HGNC:11107	SMARCD2	
ENSG00000064042	41359607	41700044	1	p13	4	HGNC:29191	LIMCH1	Q9UPQ0
ENSG00000187391	78017055	79453667	-1	q21.11	7	HGNC:18957	MAGI2	
ENSG00000064042	41359607	41700044	1	p13	4	HGNC:29191	LIMCH1	
ENSG00000057019	98795941	98901695	-1	q12.1	3	HGNC:24627	DCBLD2	
ENSG00000113161	75336329	75364001	1	q13.3	5	HGNC:5006	HMGCR	P04035
ENSG00000164440	139240061	139291998	-1	q24.1	6	HGNC:21617	TXLNB	Q8N3L3
ENSG00000164440	139240061	139291998	-1	q24.1	6	HGNC:21617	TXLNB	
ENSG00000113161	75336329	75364001	1	q13.3	5	HGNC:5006	HMGCR	
ENSG00000212659	41265378	41265860	1	q21.2	17	HGNC:18914	KRTAP9-6	A8MVA2
ENSG00000180386	41275698	41276207	1	q21.2	17	HGNC:18915	KRTAP9-7	A8MTY7
ENSG00000249961	66754640	66801620	-1	q22.1	16	HGNC:26675	TERB1	Q8NA31
ENSG00000249961	66754640	66801620	-1	q22.1	16	HGNC:26675	TERB1	
ENSG00000164442	139371807	139374648	-1	q24.1	6	HGNC:1987	CITED2	Q99967
ENSG00000164442	139371807	139374648	-1	q24.1	6	HGNC:1987	CITED2	
ENSG00000050767	178237476	178590393	-1	q35.3	5	HGNC:22990	COL23A1	
ENSG00000060762	166364919	166383013	-1	q27	6	HGNC:21606	MPC1	Q9Y5U8
ENSG00000060762	166364919	166383013	-1	q27	6	HGNC:21606	MPC1	
ENSG00000155744	200973718	201071671	-1	q33.1	2	HGNC:28593	HYCC2	Q8IXS8
ENSG00000155744	200973718	201071671	-1	q33.1	2	HGNC:28593	HYCC2	
ENSG00000159593	66802875	66873256	-1	q22.1	16	HGNC:621	NAE1	
ENSG00000260287	36323884	36334759	1	q12	17	HGNC:29860	TBC1D3G	Q6DHY5
ENSG00000137269	53794497	53924125	1	p12.1	6	HGNC:14307	LRRC1	Q9BTT6
ENSG00000159409	151700058	151716803	-1	q21.3	1	HGNC:11967	CELF3	Q5SZQ8
ENSG00000115718	127418427	127429242	1	q14.3	2	HGNC:9451	PROC	
ENSG00000050767	178237476	178590393	-1	q35.3	5	HGNC:22990	COL23A1	Q86Y22
ENSG00000159409	151700058	151716803	-1	q21.3	1	HGNC:11967	CELF3	
ENSG00000274226	36377531	36388435	-1	q12	17	HGNC:30708	TBC1D3H	P0C7X1
ENSG00000137269	53794497	53924125	1	p12.1	6	HGNC:14307	LRRC1	
ENSG00000146147	53929982	54266280	1	p12.1	6	HGNC:21355	MLIP	
ENSG00000275954	36428618	36439566	-1	q12	17	HGNC:18257	TBC1D3F	
ENSG00000178796	151710433	151729805	1	q21.3	1	HGNC:26686	RIIAD1	
ENSG00000178796	151710433	151729805	1	q21.3	1	HGNC:26686	RIIAD1	A6NNX1
ENSG00000161813	50392383	50480004	1	q13.12	12	HGNC:24320	LARP4	Q71RC2
ENSG00000115718	127418427	127429242	1	q14.3	2	HGNC:9451	PROC	P04070
ENSG00000273611	36486629	36499310	1	q12	17	HGNC:12309	ZNHIT3	
ENSG00000130816	10133342	10231286	-1	p13.2	19	HGNC:2976	DNMT1	P26358
ENSG00000143436	151759647	151763496	-1	q21.3	1	HGNC:14277	MRPL9	Q9BYD2
ENSG00000273611	36486629	36499310	1	q12	17	HGNC:12309	ZNHIT3	Q15649
ENSG00000143436	151759647	151763496	-1	q21.3	1	HGNC:14277	MRPL9	
ENSG00000064225	98732236	98821201	1	q12.1	3	HGNC:18080	ST3GAL6	Q9Y274
ENSG00000064225	98732236	98821201	1	q12.1	3	HGNC:18080	ST3GAL6	
ENSG00000176783	179550554	179610012	1	q35.3	5	HGNC:19760	RUFY1	Q96T51
ENSG00000176783	179550554	179610012	1	q35.3	5	HGNC:19760	RUFY1	
ENSG00000146147	53929982	54266280	1	p12.1	6	HGNC:21355	MLIP	Q5VWP3
ENSG00000143450	151762899	151771334	1	q21.3	1	HGNC:8097	OAZ3	
ENSG00000178222	1056250	1113564	-1	p16.3	4	HGNC:27729	RNF212	
ENSG00000178222	1056250	1113564	-1	p16.3	4	HGNC:27729	RNF212	Q495C1
ENSG00000143450	151762899	151771334	1	q21.3	1	HGNC:8097	OAZ3	Q9UMX2
ENSG00000213171	151800264	151805419	-1	q21.3	1	HGNC:31814	LINGO4	Q6UY18
ENSG00000204659	179678560	179681034	-1	q35.3	5	HGNC:33278	CBY3	A6NI87
ENSG00000181215	5897373	6200555	-1	p16.1	4	HGNC:33766	C4orf50	
ENSG00000196407	151847101	151853712	-1	q21.3	1	HGNC:26755	THEM5	Q8N1Q8
ENSG00000196407	151847101	151853712	-1	q21.3	1	HGNC:26755	THEM5	
ENSG00000248771	164754064	164803795	1	q32.3	4	HGNC:49638	SMIM31	A0A1B0GVY4
ENSG00000159445	151870866	151909637	-1	q21.3	1	HGNC:17947	THEM4	Q5T1C6
ENSG00000159445	151870866	151909637	-1	q21.3	1	HGNC:17947	THEM4	
ENSG00000197747	151982915	151993859	-1	q21.3	1	HGNC:10487	S100A10	P60903
ENSG00000159593	66802875	66873256	-1	q22.1	16	HGNC:621	NAE1	Q13564
ENSG00000028203	95217746	95302799	1	q22	12	HGNC:18258	VEZT	Q9HBM0
ENSG00000119900	71288811	71309059	1	q13	6	HGNC:21378	OGFRL1	Q5TC84
ENSG00000163820	45917903	45995824	-1	p21.31	3	HGNC:14673	FYCO1	Q9BQS8
ENSG00000119900	71288811	71309059	1	q13	6	HGNC:21378	OGFRL1	
ENSG00000163820	45917903	45995824	-1	p21.31	3	HGNC:14673	FYCO1	
ENSG00000287363	42155406	42163418	1	p21.1	6	HGNC:55126	CIMIP3	
ENSG00000287363	42155406	42163418	1	p21.1	6	HGNC:55126	CIMIP3	X6R8D5
ENSG00000278259	36495636	36543435	-1	q12	17	HGNC:26234	MYO19	Q96H55
ENSG00000072163	127638381	127681786	-1	q14.3	2	HGNC:16084	LIMS2	
ENSG00000066923	100177563	100214387	1	q22.1	7	HGNC:11356	STAG3	Q9UJ98
ENSG00000066923	100177563	100214387	1	q22.1	7	HGNC:11356	STAG3	
ENSG00000278259	36495636	36543435	-1	q12	17	HGNC:26234	MYO19	
ENSG00000028203	95217746	95302799	1	q22	12	HGNC:18258	VEZT	
ENSG00000158234	138608606	138633376	1	q22.3	3	HGNC:18703	FAIM	Q9NVQ4
ENSG00000130158	11199295	11262524	-1	p13.2	19	HGNC:19189	DOCK6	Q96HP0
ENSG00000130158	11199295	11262524	-1	p13.2	19	HGNC:19189	DOCK6	
ENSG00000158234	138608606	138633376	1	q22.3	3	HGNC:18703	FAIM	
ENSG00000137501	85694224	85811159	-1	q14.1	11	HGNC:15585	SYTL2	Q9HCH5
ENSG00000277161	36534987	36539310	1	q12	17	HGNC:23213	PIGW	Q7Z7B1
ENSG00000277161	36534987	36539310	1	q12	17	HGNC:23213	PIGW	
ENSG00000099617	1285873	1301431	1	p13.3	19	HGNC:3222	EFNA2	O43921
ENSG00000278311	36544912	36589848	1	q12	17	HGNC:19357	GGNBP2	
ENSG00000072163	127638381	127681786	-1	q14.3	2	HGNC:16084	LIMS2	Q7Z4I7
ENSG00000168748	66844414	66854153	1	q22.1	16	HGNC:1381	CA7	P43166
ENSG00000137501	85694224	85811159	-1	q14.1	11	HGNC:15585	SYTL2	
ENSG00000168748	66844414	66854153	1	q22.1	16	HGNC:1381	CA7	
ENSG00000185761	1505022	1513604	-1	p13.3	19	HGNC:27912	ADAMTSL5	
ENSG00000172840	66878589	66895754	1	q22.1	16	HGNC:30263	PDP2	
ENSG00000172840	66878589	66895754	1	q22.1	16	HGNC:30263	PDP2	Q9P2J9
ENSG00000278311	36544912	36589848	1	q12	17	HGNC:19357	GGNBP2	Q9H3C7
ENSG00000153147	143513702	143557486	1	q31.21	4	HGNC:11101	SMARCA5	O60264
ENSG00000166592	66921685	66925535	-1	q22.1	16	HGNC:10446	RRAD	P55042
ENSG00000166592	66921685	66925535	-1	q22.1	16	HGNC:10446	RRAD	
ENSG00000142556	52012765	52030240	-1	q13.41	19	HGNC:24722	ZNF614	Q8N883
ENSG00000292277	100205357	100221488	1	q22.1	7			
ENSG00000142556	52012765	52030240	-1	q13.41	19	HGNC:24722	ZNF614	
ENSG00000153789	85098358	85112472	-1	q24.1	16	HGNC:24781	CIBAR2	
ENSG00000278535	36591879	36600804	1	q12	17	HGNC:28639	DHRS11	Q6UWP2
ENSG00000283516	8882351	8885351	1	p13.2	16	HGNC:53927	LITAFD	A0A1B0GVX0
ENSG00000283516	8882351	8885351	1	p13.2	16	HGNC:53927	LITAFD	
ENSG00000278535	36591879	36600804	1	q12	17	HGNC:28639	DHRS11	
ENSG00000256087	52031378	52095738	-1	q13.41	19	HGNC:20810	ZNF432	O94892
ENSG00000162078	2830253	2839585	1	p13.3	16	HGNC:30456	ZG16B	
ENSG00000256087	52031378	52095738	-1	q13.41	19	HGNC:20810	ZNF432	
ENSG00000162078	2830253	2839585	1	p13.3	16	HGNC:30456	ZG16B	Q96DA0
ENSG00000278619	36601583	36608964	1	q12	17	HGNC:26202	MRM1	Q6IN84
ENSG00000197608	52064465	52095765	-1	q13.41	19	HGNC:27611	ZNF841	Q6ZN19
ENSG00000278619	36601583	36608964	1	q12	17	HGNC:26202	MRM1	
ENSG00000197608	52064465	52095765	-1	q13.41	19	HGNC:27611	ZNF841	
ENSG00000005001	2852730	2858170	-1	p13.3	16	HGNC:14368	PRSS22	
ENSG00000163631	73397114	73421482	1	q13.3	4	HGNC:399	ALB	
ENSG00000127022	179678628	179731641	1	q35.3	5	HGNC:1473	CANX	P27824
ENSG00000127022	179678628	179731641	1	q35.3	5	HGNC:1473	CANX	
ENSG00000204611	52113091	52139938	-1	q13.41	19	HGNC:28062	ZNF616	Q08AN1
ENSG00000005001	2852730	2858170	-1	p13.3	16	HGNC:14368	PRSS22	Q9GZN4
ENSG00000204611	52113091	52139938	-1	q13.41	19	HGNC:28062	ZNF616	
ENSG00000151276	65353525	66038918	-1	p14.1	3	HGNC:946	MAGI1	Q96QZ7
ENSG00000123473	47250139	47314892	-1	p33	1	HGNC:10879	STIL	Q15468
ENSG00000196267	52153864	52171643	-1	q13.41	19	HGNC:34333	ZNF836	
ENSG00000151276	65353525	66038918	-1	p14.1	3	HGNC:946	MAGI1	
ENSG00000196267	52153864	52171643	-1	q13.41	19	HGNC:34333	ZNF836	Q6ZNA1
ENSG00000144230	127645864	127652639	1	q14.3	2	HGNC:4471	GPR17	Q13304
ENSG00000049618	156776020	157210779	1	q25.3	6	HGNC:18040	ARID1B	Q8NFD5
ENSG00000123473	47250139	47314892	-1	p33	1	HGNC:10879	STIL	
ENSG00000144230	127645864	127652639	1	q14.3	2	HGNC:4471	GPR17	
ENSG00000167895	78130770	78142968	1	q25.3	17	HGNC:20474	TMC8	Q8IU68
ENSG00000196214	52269587	52296046	1	q13.41	19	HGNC:28063	ZNF766	
ENSG00000049618	156776020	157210779	1	q25.3	6	HGNC:18040	ARID1B	
ENSG00000198854	152719522	152720470	1	q21.3	1	HGNC:29468	KPLCE	Q5T750
ENSG00000240386	152775140	152777024	1	q21.3	1	HGNC:29467	LCE1F	Q5T754
ENSG00000186226	152786214	152788426	1	q21.3	1	HGNC:29466	LCE1E	Q5T753
